project_name,unit_title,price,location,listing_date,property_type,size,bedrooms,bathrooms,rental_period,description,language,keywords,facilities
,"8 Bedroom House for sale in Damansara, Selangor","RM2,500,000","Damansara, Petaling, Selangor, Malaysia",,House,"2,880 Sqft",8,8,,"This property is a 2,880 Sqft house with 8 bedrooms and 8 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM2,500,000 (RM868...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM380,000","Damansara, Petaling, Selangor, Malaysia",,House,"2,000 Sqft",4,3,,"This property is a 2,000 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM380,000 (RM189/S...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Damansara, Selangor","RM530,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,170 Sqft",4,4,,"This property is a 1,170 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM530,000 (RM452/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM450,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,200 Sqft",4,3,,"This property is a 1,200 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM450,000 (RM374/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Labu, Negeri Sembilan","RM398,020","Labu, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Labu, Negeri Sembilan. You can buy this house for a base price of RM398,020 ().",en,"Property,Malaysia,For Sale",Fireplace; Heating; Yard
,"3 Bedroom House for sale in Pulai, Johor","RM550,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,617 Sqft",3,2,,"This property is a 1,617 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM550,000 (RM339/Sqft).",en,"Property,Malaysia,For Sale",Integral Kitchen
,"4 Bedroom House for sale in Damansara, Selangor","RM748,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,755 Sqft",4,3,,"This property is a 1,755 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM748,000 (RM425/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM380,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,170 Sqft",4,3,,"This property is a 1,170 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM380,000 (RM324/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM1,150,000","Damansara, Petaling, Selangor, Malaysia",,House,"2,400 Sqft",4,4,,"This property is a 2,400 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM1,150,000 (RM479...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Damansara, Selangor","RM440,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,200 Sqft",4,3,,"This property is a 1,200 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM440,000 (RM367/S...",en,"Property,Malaysia,For Sale",
,"5 Bedroom Condo for sale in Damansara, Selangor","RM700,000","Damansara, Petaling, Selangor, Malaysia",,Condo,"2,500 Sqft",5,5,,"This property is a 2,500 Sqft condo with 5 bedrooms and 5 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM700,000 (RM279/S...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Damansara, Selangor","RM635,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,500 Sqft",4,3,,"This property is a 1,500 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM635,000 (RM422/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Senai, Johor","RM480,000","Senai, Kulaijaya, Johor, Malaysia",,House,"19,375 Sqft",4,,,"This property is a 19,375 Sqft house with 4 bedrooms and n/a that is available for sale. It is located in Senai, Johor and was completed in Jan 2000. You can buy this house for a base price...",en,"Property,Malaysia,For Sale",Electricity; Heating; Yard
,"3 Bedroom House for sale in Pulai, Johor","RM345,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,711 Sqft",3,1,,"This property is a 1,711 Sqft house with 3 bedrooms and 1 bathroom that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM345,000 (RM201/Sqft).",en,"Property,Malaysia,For Sale",
,"2 Bedroom Condo for sale in Petaling, Selangor","RM199,000","Petaling, Petaling, Selangor, Malaysia",,Condo,646 Sqft,2,1,,"This property is a 646 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Petaling, Selangor and was completed in Jan 2026. You can buy this condo for a b...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"2 Bedroom Condo for sale in Petaling, Selangor","RM199,000","Petaling, Petaling, Selangor, Malaysia",,Condo,646 Sqft,2,1,,"This property is a 646 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Petaling, Selangor and was completed in Jan 2026. You can buy this condo for a b...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"2 Bedroom Condo for sale in Petaling, Selangor","RM199,000","Petaling, Petaling, Selangor, Malaysia",,Condo,646 Sqft,2,1,,"This property is a 646 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Petaling, Selangor and was completed in Jan 2026. You can buy this condo for a b...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"2 Bedroom Condo for sale in Petaling, Selangor","RM199,000","Petaling, Petaling, Selangor, Malaysia",,Condo,646 Sqft,2,1,,"This property is a 646 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Petaling, Selangor and was completed in Jan 2026. You can buy this condo for a b...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"4 Bedroom House for sale in Damansara, Selangor","RM740,000","Damansara, Petaling, Selangor, Malaysia",,House,"16,146 Sqft",4,3,,"This property is a 16,146 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM740,000 (RM46/S...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Damansara, Selangor","RM525,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,170 Sqft",4,4,,"This property is a 1,170 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM525,000 (RM447/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM360,000","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM360,000...",en,"Property,Malaysia,For Sale",
,"3 Bedroom House for sale in Pulai, Johor","RM498,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,600 Sqft",3,2,,"This property is a 1,600 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM498,000 (RM310/Sqft).",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"Condo for sale in Rawang, Selangor","RM540,000","Rawang, Gombak, Selangor, Malaysia",,Condo,920 Sqft,,,,"It is located in Rawang, Selangor. You can buy this condo for a base price of RM540,000 (RM587/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM500,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,650 Sqft",4,3,,"This property is a 1,650 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM500,000 (RM302/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM446,000","Damansara, Petaling, Selangor, Malaysia",,House,"12,917 Sqft",4,4,,"This property is a 12,917 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM446,000 (RM34/S...",en,"Property,Malaysia,For Sale",
,"Land for sale in Batang Kali, Selangor","RM29,500","Batang Kali, Ulu Selangor, Selangor, Malaysia",,Land,"16,146 Sqft",,,,"This property is a 16,146 Sqft land plot that is available for sale. It is located in Batang Kali, Selangor. You can buy this land for a base price of RM29,500 (RM2/Sqft).",en,"Property,Malaysia,For Sale",
,"2 Bedroom Condo for sale in Damansara, Selangor","RM315,000","Damansara, Petaling, Selangor, Malaysia",,Condo,N/A,2,2,,"This property is a 0 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM315,000 ().",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Apartment for sale in Pulai, Johor","RM448,000","Pulai, Johor Bahru, Johor, Malaysia",,Apartment,904 Sqft,3,2,,"This property is a 904 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this apartment for a base price of RM448,000 (RM494/Sq...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Damansara, Selangor","RM525,000","Damansara, Petaling, Selangor, Malaysia",,House,"13,993 Sqft",4,3,,"This property is a 13,993 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM525,000 (RM37/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM1,100,000","Damansara, Petaling, Selangor, Malaysia",,House,"3,434 Sqft",4,5,,"This property is a 3,434 Sqft house with 4 bedrooms and 5 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM1,100,000 (RM319...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Damansara, Selangor","RM801,800","Damansara, Petaling, Selangor, Malaysia",,House,"2,178 Sqft",4,4,,"This property is a 2,178 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM801,800 (RM367/S...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Damansara, Selangor","RM450,000","Damansara, Petaling, Selangor, Malaysia",,House,N/A,4,3,,"This property is a 0 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM450,000 ().",en,"Property,Malaysia,For Sale",Electricity; Service Room; Jacuzzi
,"5 Bedroom House for sale in Pulai, Johor","RM1,200,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"4,004 Sqft",5,4,,"This property is a 4,004 Sqft house with 5 bedrooms and 4 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM1,200,000 (RM300/Sqft).",en,"Property,Malaysia,For Sale",Garden Access
,"5 Bedroom House for sale in Labu, Negeri Sembilan","RM550,000","Labu, Seremban, Negeri Sembilan, Malaysia",,House,N/A,5,4,,"This property is a 0 Sqft house with 5 bedrooms and 4 bathrooms that is available for sale. It is located in Labu, Negeri Sembilan. You can buy this house for a base price of RM550,000 ().",en,"Property,Malaysia,For Sale",Electricity; Heating; Integral Kitchen
,"4 Bedroom House for sale in Damansara, Selangor","RM695,000","Damansara, Petaling, Selangor, Malaysia",,House,"1,750 Sqft",4,3,,"This property is a 1,750 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this house for a base price of RM695,000 (RM396/S...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM468,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"17,760 Sqft",4,2,,"This property is a 17,760 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM468,000 (RM26/Sqft).",en,"Property,Malaysia,For Sale",Garden Access
,"4 Bedroom House for sale in Pulai, Johor","RM820,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,894 Sqft",4,4,,"This property is a 1,894 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM820,000 (RM432/Sqft).",en,"Property,Malaysia,For Sale",
,"3 Bedroom House for sale in Pulai, Johor","RM345,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,711 Sqft",3,1,,"This property is a 1,711 Sqft house with 3 bedrooms and 1 bathroom that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM345,000 (RM201/Sqft).",en,"Property,Malaysia,For Sale",
,"2 Bedroom Apartment for sale in Pulai, Johor","RM680,000","Pulai, Johor Bahru, Johor, Malaysia",,Apartment,"1,217 Sqft",2,2,,"This property is a 1,217 Sqft apartment with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this apartment for a base price of RM680,000 (RM559/...",en,"Property,Malaysia,For Sale",Integral Kitchen; Garden Access; Balcony
,"4 Bedroom House for sale in Pulai, Johor","RM550,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"1,170 Sqft",4,3,,"This property is a 1,170 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM550,000 (RM467/Sqft).",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Pulai, Johor","RM632,000","Pulai, Johor Bahru, Johor, Malaysia",,House,"17,760 Sqft",4,3,,"This property is a 17,760 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM632,000 (RM35/Sqft).",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Pulai, Johor","RM619,000","Pulai, Johor Bahru, Johor, Malaysia",,House,N/A,4,3,,"This property is a 0 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Pulai, Johor. You can buy this house for a base price of RM619,000 ().",en,"Property,Malaysia,For Sale",
,"3 Bedroom Condo for sale in Petaling, Selangor","RM388,000","Petaling, Petaling, Selangor, Malaysia",,Condo,"8,611 Sqft",3,2,,"This property is a 8,611 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Petaling, Selangor. You can buy this condo for a base price of RM388,000 (RM45/Sqf...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
